person_assigned,double-checked by,rowID,speciesID,common_name,species,doc_type,sara_status,doc_citation,url,web_pub_date,year_published,status_appraisal_rapid_review,final,amendment,taxonomic_group,EOO,IAO,locations,endemic_NA,endemic_canada,continuous_USA,cosewic_status,ranges,cosewic_examined_date,date_of_listing,gic_decision,criteria_used_listing_1,criteria_used_listing_2,criteria_used_listing_3,criteria_used_listing_4,criteria_used_listing_5,1_notes_on_model,1_type_of_model_used,1_report_section_model _referenced,1_uncertainty_reported,1_type_uncertainty_reported,1_degree_of_uncertainty,1_reference,1_reference_type,1_rationale_reference,1_model_species_specific ,1_criteria_model_used_to_inform,1_model_used_listing_decision,1_rationale_model_used_listing_decision,2_notes_on_model,2_type_of_model_used,2_report_section_model _referenced,2_uncertainty_reported,2_type_uncertainty_reported,2_degree_of_uncertainty,2_reference,2_reference_type,2_rationale_reference,2_model_species_specific ,2_criteria_model_used_to_inform,2_model_used_listing_decision,2_rationale_model_used_listing_decision,3_notes_on_model,3_type_of_model_used,3_report_section_model _referenced,3_uncertainty_reported,3_type_uncertainty_reported,3_degree_of_uncertainty,3_reference,3_reference_type,3_rationale_reference,3_model_species_specific ,3_criteria_model_used_to_inform,3_model_used_listing_decision,3_rationale_model_used_listing_decision,4_notes_on_model,4_type_of_model_used,4_report_section_model _referenced,4_uncertainty_reported,4_type_uncertainty_reported,4_degree_of_uncertainty,4_reference,4_reference_type,4_rationale_reference,4_model_species_specific ,4_criteria_model_used_to_inform,4_model_used_listing_decision,4_rationale_model_used_listing_decision,was_model_mentioned_anywhere_else,were_multiple_models_mentioned_elsewhere,report_sections_additional_model_referenced,flag_for_group_discussion,flag_resolution
Lucas,,927,481,eastern mole,Scalopus aquaticus,COSEWIC Status Reports,Special Concern,COSEWIC. 2010. COSEWIC assessment and status report on the Eastern Mole Scalopus aquaticus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 29 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20mole,9/9/11,2010,0,1,0,Mammals (terrestrial),546,546,NR,1,0,1,Special Concern,ON,11/1/10,6/5/03,NA,NA,NA,NA,NA,NA,"flag-not 100% sure on this one: figure 3 on page 20- mean +/- SE counts of mole signs, ""At Point Pelee National Park, annual counts of Eastern Molee surface tunnels and push-ups fluctuate widely between years (Fig. 3). Zorn (2003) calculated that the time series had low signal to noise ration (Coefficient of variation = 0.78) and low power to detect trends (power=0.45 with 80% conffidence to detect a 10% decrease over 5 years). No statistical trend was apparent in the annual abundance of sign (tunnels and pushups).""",flag-abundance,POP,"flag- ""power=0.45 with 80% confidence to detect a 10% decrease over 5 years""",flag,flag,"Zorn, P. 2003. Eastern Mole. Unpublished report to Point Pelee National Park, Parks Canada Agency, Ottawa, Ontario",UNP,clearly cited as an unpublished report,Y,A,N,species not listed under criteria A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,OTH,flag- Meets EN for B1 but not any sub criteria- also see other flags,resolved-criteria discrepancy
Hossam/Aaliyah,Jayme,844,511,black-tailed prairie dog,Cynomys ludovicianus,COSEWIC Status Reports,Special Concern,COSEWIC. 2011. COSEWIC assessment and status report on the Black-tailed Prairie Dog Cynomys ludovicianus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 58 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=black%20-%20tailed%20prairie%20dog,10/15/12,2011,0,1,0,Mammals (terrestrial),392,160,1,1,0,1,Threatened,SK,11/1/11,6/5/03,Uplist,D2,NA,NA,NA,NA,PVA ,demographic,OTH,N,NRP,NRP,"Flag - cited as stephens and Lloyd 2011 in text, but 2010 in table. Stephens and Lloyd (2011)",UNP,unpublished contract report for COSEWIC,Y,E,N,PVA was not relevant to D2 listing,Linear regression model to estimate population growth - visual counts as an index of relative abundance of adults and juveniles. ,abundance,POP,Y,CI,NRP,"D. Gummer, Parks Canada Agency",UNP,personal comm.,Y,"A, B, C",N,"Model output mentioned under A, B, and C. However, species is not listed under any of these Criteria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Aaliyah,,,,mountain beaver,Aplodontia rufa,COSEWIC Status Reports,Special Concern,COSEWIC Rapid Review of Classification on the Mountain Beaver (Aplodontia rufa) in Canada,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=mountain%20beaver,10/18/23,2022,1,1,0,Mammals (terrestrial),,,,,,,Special Concern,,,,,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Aaliyah,,,,american marten,Martes americana atrata,COSEWIC Status Reports,Threatened,COSEWIC. 2022. COSEWIC assessment and status report on the the American marten (Newfoundland population) Martes americana atrata in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 42 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=american%20marten,3/3/23,2023,0,1,0,Mammals (terrestrial),,,,,,,Special Concern,,,,,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Lucas,Hossam,104,1006,fawnsfoot,Truncilla donaciformis,COSEWIC Status Reports,Endangered,COSEWIC. 2008. COSEWIC assessment and status report on the Fawnsfoot Truncilla donaciformis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 39 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=fawnsfoot,8/28/08,2008,0,1,0,Molluscs,"24,952 km2",128 km2,5,1,0,0,Endangered,ON,4/1/08,8/8/19,List,A2ce,"B2ab(i,ii,iii,iv,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Lucas,Hossam,171,832,lilliput,Toxolasma parvum,COSEWIC Status Reports,Endangered,COSEWIC. 2013. COSEWIC assessment and status report on the LilliputToxolasma parvum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 57 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=lilliput,12/31/13,2013,0,1,0,Molluscs,10221 km2,60 km2,44289,1,0,0,Endangered,ON,5/1/13,8/8/19,List,B2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Caitlin,,285,1032,sheathed slug,Zacoleus idahoensis,COSEWIC Status Reports,Special Concern,COSEWIC. 2016. COSEWIC assessment and status report on the Sheathed Slug Zacoleus idahoensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 51 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sheathed%20slug,1/6/17,2016,0,1,0,Molluscs,"2,295 km2",<500 km2,20-Aug,1,0,1,Special Concern,BC,4/1/16,2/25/19,List,NA,NA,NA,NA,NA,"Climate change model in the range of the sheathed slug, explicitly used to describe how habitat will negatively change for the spp.

All models and scenarios examined project higher mean seasonal temperatures that increase progressively by the 2020s, 2050s and 2080s (Utzig 2012a). By 2080, winters are predicted to be 2 – 5 C° warmer and 10 – 25% wetter and summers 3 – 7°C warmer and up to 30% drier than during the baseline period (poorest performance models excluded ",other,HAB,N,NRP,NRP,"(Utzig 2012a) 
Utzig, G. 2012a. Climate Change Projections for the West Kootenays. Report # 3 from the West Kootenay Climate Vulnerability and Resilience Project. Web site: www.kootenayresilience.org [accessed January 2015]. ",GL,NA,N,B,N,"Applies to Criteria B
“Inferred and projected  decline in area, extant, and quality of habitat”, model describes loss of habitat due to climate change ","More climate models, past and future
Wang et al. (2012)
 examined climate change effects on BC’s 16 biogeoclimatic zones, which are based on large scale climate gradients and widely used to classify ecosystems in the province (Meidinger and Pojar 1991; BC Ministry of Forests and Range undated). Models showed that climate envelopes supporting this zonation have already shifted since the 1970s (Wang et al. 2012). Projected into the future (2020s, 2050s, and 2080s) and across the entire province, the models predict a substantial expansion of moist continental cedar-hemlock forests, typical of the ICH zone where Sheathed Slug is found, potentially expanding this zone up to three-fold by 2080, with the ICH zone becoming the most common forest type in the province over the long term ",other,HAB,N,NRP,NRP,"Wang, T., E.M. Campbell, G.A. O'Neill, and S.N. Aitken. 2012. Projecting future distributions of ecosystem climate niches: uncertainties and management applications. Forest Ecology and Management 279:128-140. ",PR,NA,N,B,N,"Applies to Criteria B
Inferred and projected decline in area, extant, and quality of habitat”, model describes loss of habitat due to climate change","More climate models, more regional scale, describe decline in habitat suitability
Utzig 2012b). 
At a regional scale, climate change projections are more complex and influenced by topography and local factors (Climate models for the southern section of the West Kootenays within the range of Sheathed Slug indicate that the ICH zone will shift upslope and decline slightly in area over the long term under one of three climate change scenarios examined (“Warm/Moist” scenario) ",other,HAB,N,NRP,NRP,"Utzig, G. 2012b. Ecosystem and Tree Species Bioclimate Envelope Modeling for the West Kootenays. Report #5 from the West Kootenay Climate Vulnerability and Resilience Project. Web site: www.kootenayresilience.org [accessed January 2015]. ",GL,NA,N,B,N,"Applies to Criteria B
Inferred and projected decline in area, extant, and quality of habitat”, model describes loss of habitat due to climate change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"POP, THR",NA,NA
Hossam,Jayme,330,831,threehorn wartyback,Obliquaria reflexa,COSEWIC Status Reports,Threatened,COSEWIC. 2013. COSEWIC assessment and status report on the Threehorn Wartyback Obliquaria reflexa in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 58 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=threehorn%20wartyback,1/3/14,2013,0,1,0,Molluscs,7032 km2,532 km2,3,1,0,1,Threatened,ON,5/1/13,8/8/19,List,B2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Caitlin,,1026,56,magnum mantleslug,Magnipelta mycophaga,COSEWIC Status Reports,Special Concern,COSEWIC. 2012. COSEWIC assessment and status report on the Magnum Mantleslug Magnipelta mycophaga in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 41 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=magnum%20mantleslug,1/3/13,2012,0,1,0,Molluscs,40813,48,11,1,0,1,Special Concern,BC,5/1/12,2/3/17,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Aaliyah,Hossam,824,80,oregon forestsnail,Allogona townsendiana,COSEWIC Status Reports,Endangered,COSEWIC. 2013. COSEWIC assessment and status report on the Oregon Forestsnail Allogona townsendiana in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 87 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=oregon%20forestsnail,1/3/14,2013,0,1,0,Molluscs,3313,300,10,1,0,1,Endangered,BC,5/1/13,1/12/05,NA,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Lucas,,999,92,haida gwaii slug,Staala gwaii,COSEWIC Status Reports,Special Concern,COSEWIC. 2013. COSEWIC assessment and status report on the Haida Gwaii Slug Staala gwaii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 44 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=haida%20gwaii%20slug,1/6/14,2013,0,1,0,Molluscs,16262,52,10,1,1,0,Special Concern,BC,5/1/13,2/2/18,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Aaliyah/Hossam,Jayme/Ilona,589,99,northern abalone,Haliotis kamtschatkana,COSEWIC Status Reports,Endangered,COSEWIC. 2009. COSEWIC assessment and update status report on the Northern Abalone Haliotis kamtschatkana in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 48 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=northern%20abalone,8/28/09,2009,0,1,0,Molluscs,207478,2000,NR,1,0,1,Endangered,BC Pacific_Ocean,4/1/09,6/5/03,Uplist,A2bd,NA,NA,NA,NA,"stock-recruitment model was developed for Northern Abalone and established growth models. fitted SR curves were flat and close to linearity, indicating low productivity for the abalone stocks. At low spawning biomass (<0.05 kg/m2) the SR relationships seemed to be density independent (i.e., no Allee effect was detected). There were considerable variations in the SR relationships, and variation in recruitment increased with increasing spawning biomass. The maximum mean recruitment was estimated to be 0.62 abalone/m2...... Based on the stock-recruitment model, abalone population growth trajectories were simulated at various mortality levels for the central coast and the Queen Charlotte Islands abalone stocks (Zhang et al. 2007). Abalone stocks would be sustainable with adult mortality rates around 0.25 (or 22%/y), and would increase or decrease with lower or higher mortality rates, respectively. Adult mortality rate estimates were >0.25 in areas of northern BC without Sea Otters after the closure to all fisheries in 1990, which likely contributed to low abalone population abundances. Indeed, the prospect of further precipitous abalone population declines must be considered a real possibility with the continued illegal harvest (poaching) by humans and the continued growth and spread of the Sea Otter population in BC.",demographic,"POP, BIO",N,NRP,NRP,"Zhang, Z., A. Campbell, and J. Lessard. 2007. Modelling Northern Abalone, Haliotis kamtschatkana, population stocks and recruitment in British Columbia. Journal of Shellfish Research 26:1099-1107.",PR,Published in journal,Y,A,Y,Model referred to in criteria A (increased mortality rates caused from ongoing poaching) and species was listed under criteria A,"Based on population simulation projections if current mortality rates continue (no probability calculated). Probabilities of extinction at 20 years, 5 generations, and 100 years are unavailable. modelled population trajectories showed that abalone stocks would continue to decrease in both areas, and extinctions (defined as densities <0.001 abalone/m2) would occur in approximately 270 years",demographic,POP,N,NRP,NRP,"Lessard, J., A. Campbell, Z. Zhang, L. MacDougall, and S. Hankewich. 2007b. Recovery Potential Assessment for the Northern Abalone, Haliotis kamtschatkana, in Canada. Canadian Science Advice Secretariat Research Document 2007/061:107 pp.",GL,government document,Y,A,Y,"Model speaks to future declines in density which is relevant to declines ""may not have ceased and may not be reversible (b) and actual or potential levels of exploitation (d) continue""","Mortality rates of Red Abalone, H. rufescens, populations in California in areas occupied by Sea Otters has been estimated at... 1.3 (or 73%/y) (Deacon 1989 in Shepherd and Breen 1992). ",demographic,THR,NRP,NRP,NRP,"Deacon, R.T. 1989. An empirical model of fishery dynamics. Journal of Environmental Economics and Management 16:167-183.",PR,Published in a journal,Y,A,Y,"Under the Applicability of Criteria for A, there is mention of ""the stock has not recovered and is still subject to poaching and increased natural predation from Sea Otters."" This model estimates mortality rates from sea otters. Elsewhere: ""In areas where abalone have
been severely depleted by natural factors and/or human poaching, subsequent Sea
Otter predation may significantly accelerate the decline and contribute to the demise of
abalone populations in many areas of BC""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"OTH, DIS",NA,NA
Hossam,,882,100,threaded vertigo,Nearctula sp.,COSEWIC Status Reports,Special Concern,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=threaded%20vertigo,NA,2010,0,1,0,Molluscs,9530,72,16,1,0,1,Special Concern,BC,4/1/10,6/20/12,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Hossam,Jayme,566,129,hotwater physa,Physella wrighti,COSEWIC Status Reports,Endangered,COSEWIC. 2008. COSEWIC assessment and update status report on the Hotwater Physa Physella wrighti in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 35 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=hotwater%20physa,8/28/08,2008,0,1,0,Molluscs,8.165,4.60E-03,1,1,1,0,Endangered,BC,4/1/08,6/5/03,NA,B1ac(iv)+2ac(iv),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Caitlin,,930,334,warty jumping-slug,Hemphillia glandulosa,COSEWIC Status Reports,Special Concern,COSEWIC 2003. COSEWIC assessment and status report on the warty jumping-slug Hemphillia glandulosa in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 19 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=warty%20jumping%20-%20slug,12/24/03,2013,1,1,0,Molluscs,4700,NR,NR,1,0,1,Special Concern,BC,5/1/13,1/12/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Hossam,Jayme,528,402,snuffbox,Epioblasma triquetra,COSEWIC Status Reports,Endangered,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=snuffbox,NA,2011,0,1,0,Molluscs,1482,308,2,1,0,1,Endangered,ON,11/1/11,6/5/03,NA,B1ab(iii) + 2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Aaliyah/Lucas,Jayme,,,carolina mantleslug,Philomycus carolinianus,COSEWIC Status Reports,Threatened,COSEWIC. 2019. COSEWIC assessment and status report on the Carolina Mantleslug Philomycus carolinianus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 54 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=carolina%20mantleslug,10/13/20,2019,0,1,0,Molluscs,,,,,,,Threatened,,,,,B1ab(iii)+2ab(iii),NA,NA,NA,NA,"climate models - Southwestern Ontario is projected to have more extreme weather events including droughts, floods, and temperature extremes under climate change models (Varrin et al. 2007). McDermid et al.’s (2015) study, which is at a finer spatial scale, also suggests summer precipitation is likely to decline in the Lake Erie basin while winter precipitation is likely to increase. With increasing average temperature, spring frost is more frequent (Augspurger 2013), which can cause spring mortality as observed in snails when snow cover is absent (e.g., up to 90%, Nicolai unpubl. data; there is no similar information available on slugs). Droughts can cause high mortality in some gastropod species depending on the presence of shelter (e.g., 75% in H. pomatia, Nicolai et al. 2011).",other,THR,N,NRP,NRP,"Varrin, R., J. Bowman, and P.A. Gray. 2007. The known and potential effects of climate change on biodiversity in Ontario’s terrestrial ecosystems: case studies and recommendations for adaptation. Climate Change Research Report CCRR-09. Ontario Ministry of Natural Resources and Forestry. Queen’s Printer for Ontario, Toronto, Ontario. 47. 1379 pp.",GL,government document,N,B,Y,decline in habitat due to variety of threats,climate model of southern ontario,other,THR,N,NRP,NRP,McDermid et al. (2015),GL,government document,N,B,Y,"under Criterion B: "" there is a projected continuing decline in extent and quality of habitat (b(iii)) caused by a varietyof threats""- climate models are referenced under threats related to habitat extent and quality","""Using the prediction model from 1960-1990 to 2015- 2045 on the Ontario climate change data portal (PRECIS model under A1B emissions scenario, Wang and Huang 2013), some climate change observations and predictions are as follows: • Average winter temperatures will increase by 3.3°C in southwestern Ontario (from - 3.8°C in 1960-1990 to -0.5°C in 2015-2045). Mean temperature close to 0°C increases the chances of increased frequency of freeze-thaw cycles in fall/winter (Nicolai and Ansart 2017) and more spring frosts (Augspurger 2013). • There would also be longer periods between rainfall events with a greater risk of droughts especially in mid-continental regions (Meehl et al. 2007). Under climate change scenarios, changes to average and extreme temperatures will alter microhabitat conditions; both beneficial and adverse effects may ensue, but the overall effects are difficult to predict. Additionally, anthropogenic activity influences microhabitat structure although the link between habitat choice and physiology is poorly understood (Deutsch et al. 2008).",other,HAB,NRP,NRP,NRP,Wang and Huang 2013,OTH,website,N,B,Y,"under Criterion B: "" there is a projected continuing decline in extent and quality of habitat (b(iii)) caused by a varietyof threats""- climate models are referenced under threats related to habitat extent and quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,HAB,NA,NA
